id_tin_đăng,URL,Mã tin,Tên xe,Mô tả,Năm sản xuất,Giá (triệu VND),Số Km đã đi,Dung tích động cơ (lít),Tiêu thụ nhiên liệu sạch,Số cửa sạch,Số chỗ ngồi sạch,id_xuất_xứ,id_tình_trạng,id_dòng_xe,id_màu_ngoại_thất,id_màu_nội_thất,id_hệ_thống_nạp,id_hộp_số,id_dẫn_động,id_loại_nhiên_liệu,id_hãng,id_phân_khúc
29730,https://bonbanh.com/xe-mitsubishi-jolie-ss-2003-4927573,4927573,Xe Mitsubishi Jolie SS 2003,"Xe đang chạy,giờ kg có nhu cầu sử dụng lên muốn bán.ai thiện chí mua sẽ gia Lộc thêm ,",2003,45.0,100000.0,2.0,10.0,5.0,8.0,1,2,6,1,15,341,3,6,4,61,399
29731,https://bonbanh.com/xe-hyundai-getz-1.1mt-2009-4927580,4927580,Xe Hyundai Getz 1.1MT 2009,"Hyundai Getz 1.1 MT đời 2009 , xe tư nhân , biển 98 Xe đại chất , không lỗi Nội ngoại thất đẹp Đăng kiểm mới toanh 4/2024Alo Xem xe TT Khoái Châu Hưng Yên",2009,125.0,120000.0,,6.0,4.0,5.0,2,2,5,13,2,673,3,4,4,37,181
29732,https://bonbanh.com/xe-mazda-cx8-2.5-premium-2020-4927590,4927590,Xe Mazda CX8 2.5 premium 2020,"Mazda Cx8 2.5 Premium sản xuất 2020 cực đẹp tội gì phải mua santafe Xe 1 chủ , zin 3 vạn km , full lịch sử hãng , xe zin ko 1 lỗi nhỏ Giá nhô 800tr",2020,866.0,38888.0,,8.0,5.0,7.0,1,2,6,14,10,341,4,4,4,55,332
29733,https://bonbanh.com/xe-mazda-cx5-2.0-premium-2019-4927593,4927593,Xe Mazda CX5 2.0 Premium 2019,"#Mazda #CX5 2.0 Premium sản xuất 2019 ; ODO 3 vạn km ; Sẵn biển Sài gòn ; Màu xanh Cavansite#Chất lượng, Máy Móc Hộp Số Nguyên Bản , Sai Hoàn Tiền 100%",2019,798.0,30000.0,,,4.0,5.0,1,2,6,14,16,341,4,4,4,55,330
29734,https://bonbanh.com/xe-hyundai-santafe-dac-biet-2018-4927600,4927600,Xe Hyundai SantaFe đặc biệt 2018,"Hàng mới cập bến lên sóng ngay cho ae đây ạHyundai santafe 2.4 máy xăng đặc biệt 2018 model 2019 Biển số TP - lăn bánh hơn 50.000km full ls hãngNgoại thất màu đen - nội thất màu đen Trang bị nhiều options : ghế điện , cửa sổ trời , phanh tay điện tử , cảnh báo vượt trên gương , cốp chỉnh điện …Cam kết chất lượng xe - bao check test hãng Hỗ trợ ngân hàng lên tới 70% giá trị của xe Giá mình bán loanh quanh nhô 8 đồng xíu ạ",2018,828.0,50000.0,,,5.0,7.0,1,2,6,16,16,341,4,3,4,37,196
29735,https://bonbanh.com/xe-mercedes_benz-c_class--2017-4927603,4927603,Xe Mercedes Benz C class 2017,"Mercedes C200 sản xuất 2017 Màu đỏ nội thất đen.- ODO:45.000km_ Xe đẹp xuất sắc._ Đầy đủ lịch sử bảo dưỡng từ đầu trong hãng.- Options: Ốp gỗ, Da cao cấp, 5 chế độ lái, Lazang cánh hoa sang trọng.,.- Cam kết máy nguyên bản, không tai nạn, không ngập nước.- Quý khách có nhu cầu liên hệ trực tiếp để biết thêm thông tin",2017,870.0,45000.0,,,,,1,2,7,17,16,341,4,6,4,58,348
29736,https://bonbanh.com/xe-bmw-3_series-320i-2013-4927605,4927605,Xe BMW 3 Series 320i 2013,"EM CẦN BÁN BMW 320i SẢN XUẤT 2013 Options có ghế chỉnh điện, Gương tự động gập khi khoá xe , có Bluetooth nghe gọi, điều hoà ghế sau,…. Giá rẻ so với chất lượng mang lại chất xe mới còn đẹp 98% Có bớt lộc cho Quý khách thiện trí nhanh gọn.!",2013,539.0,86000.0,,,4.0,5.0,2,2,7,17,16,341,4,5,4,4,23
29737,https://bonbanh.com/xe-hyundai-i20-at-2011-4927606,4927606,Xe Hyundai i20 At 2011,"Em cần bán i20 nhập khẩu nguyên chiếc, bản đủ các chức năng thông minh...màn Android, cam lùi, cam hành trình gương cụp tự động phanh ABS bốn bánh, túi khí, cảnh báo va chạm..khẳng định là xe top hoa hậu Hà Nội hiếm có i20 cùng đời còn nguyên bản và chất như xe em , xe nhà giữ gìn cẩn thận còn chất mới, xe em tuyệt đối không đâm đụng không ngập nước không vi phạm pháp luật, nếu sai em xin chịu toàn bộ phí đi lại và chịu phạt với các bác, các bác đến mua dẫn thợ đến kiểm tra hay chếch hãng thỏa mái, xe cá nhân chính chủ sang tên thuận lợi",2011,279.0,68000.0,,5.0,5.0,5.0,2,2,5,1,16,281,4,4,4,37,214
29738,https://bonbanh.com/xe-hyundai-tucson-2.0crdi-2022-4927611,4927611,Xe Hyundai Tucson 2.0CRDi 2022,"- Hyundai Tucson 2.0CRDi sản xuất 2022, trắng, full dầu.- Odo zin 1,5vạn Km.- Xe trang bị gồm: Start/Stop, màn hình, camera lùi, cảm biến, túi khí an toàn, điều hòa tự động, vô lăng thể thao tích hợp điều khiển, cân bằng điện tử, ghế điện, kết nối ngoại vi,..và nhiều tiện ích khác.- Cam kết xe nguyên bản không đâm đụng, ngập nước.- Vui lòng liên hệ để biết thêm chi tiết.",2022,1015.0,15000.0,,,5.0,5.0,1,2,4,11,16,341,4,4,1,37,204
29739,https://bonbanh.com/xe-toyota-innova-2.0e-2019-4927631,4927631,Xe Toyota Innova 2.0E 2019,Bán xe Innova E sản xuất 2019 xe gia đình sử dụng Ac có nhu cầu mua xin vui lòng liên hệ xin cảm ơn,2019,585.0,0.0,2.0,,5.0,8.0,1,2,4,1,10,673,3,6,4,83,543
29740,https://bonbanh.com/xe-mercedes_benz-gls-450-4matic-2021-4927641,4927641,Xe Mercedes Benz GLS 450 4Matic 2021,"AUTO CHỐT mới về chào bán ngay:Mer GLS450 sx 2021 Đen nthat kem up full Maybach GLS600, Odo 1,3 vạn km. ACE kết nối có khách cùng bán. Thanks! Ở đâu giá tốt CHỐT đây sẽ tốt hơn. Giá rất linh động miễn sao vào việc trôi được xe.",2021,4890.0,13000.0,3.0,,5.0,7.0,2,2,6,16,6,341,4,3,4,58,366
29741,https://bonbanh.com/xe-ford-ecosport-titanium-1.0ecoboost-2018-4927642,4927642,Xe Ford EcoSport Titanium 1.0Ecoboost 2018,"Ford Ecosport Titanium 1.0 ECOBOOST máy TURBO(Xe biển SG không tốn 20tr BS)- Sx: 2018- Odo: 46.000 km- Màu: Nâu Hổ Phách• FULL lịch sử hãng• Nguyên ZIN từ sơn đến ốc• Đã qua kiểm tra 167 điểm• Xe được trang bị sẵn nhiều Options cần thiết: DVD, phim cách nhiệt, cam 360, cam hành trình, cam de, cảm biến áp suất lốp, lót sàn 5D,…Dương Hà Saigon Automax Xe Lướt Chính Hãng!!",2018,487.0,46000.0,,6.0,5.0,5.0,1,2,6,18,16,341,4,4,4,26,125
29742,https://bonbanh.com/xe-mercedes_benz-c_class-c300-2018-4927647,4927647,Xe Mercedes Benz C class C300 2018,"AUTO CHỐT mới về chào bán ngay:Mer C300 sx 2018 Trắng đen odo 5,8 vạn km tỉnh.ACE kết nối có khách cùng bán. Thanks! Ở đâu giá tốt CHỐT đây sẽ tốt hơn. Giá rất linh động miễn sao vào việc trôi được xe.",2018,1260.0,58000.0,,,5.0,5.0,2,2,7,11,16,341,4,3,4,58,348
29743,https://bonbanh.com/xe-ford-ecosport-titanium-1.5l-at-2018-4927653,4927653,Xe Ford EcoSport Titanium 1.5L AT 2018,"Ford EcoSport Titanium 1.5L AT(Xe Gốc SG ko tốn 20tr phí biển số)- Sx: 2018- Odo: 48.000 km- Màu: Đỏ Đồng• FULL LỊCH SỬ HÃNG• Nguyên ZIN từ sơn đến ốc• Đã qua kiểm tra 167 điểm• Xe được trang bị sẵn nhiều Options cần thiết: Phim cách nhiệt, lót sàn, cam hành trình, cam de,…",2018,468.0,48000.0,,6.0,5.0,5.0,1,2,6,18,16,341,4,4,4,26,125
29744,https://bonbanh.com/xe-ford-ecosport-titanium-1.0ecoboost-2019-4927665,4927665,Xe Ford EcoSport Titanium 1.0Ecoboost 2019,"Ford EcoSport Titanium 1.0 Ecoboost(Máy Turbo)- Sx: 2019- Odo: 41.000 km- Màu: TRẮNG• FULL LỊCH SỬ HÃNG• Nguyên ZIN từ sơn đến ốc• Đã qua kiểm tra 167 điểm• Xe được trang bị sẵn nhiều Options cần thiết: New Sync, phim cách nhiệt, lót sàn, cam hành trình, cam de,…",2019,495.0,41000.0,,6.0,5.0,5.0,1,2,6,11,16,341,4,4,4,26,125
29745,https://bonbanh.com/xe-kia-seltos-1.4-premium-2020-4927668,4927668,Xe Kia Seltos 1.4 Premium 2020,AUTO CHỐT mới về chào bán ngay:Kia Seltos 1.4 premium Sx 2020 chạy 2.3v km. Biển SG màu trắng nthat kem.ACE kết nối có khách cùng bán. Thanks! Ở đâu giá tốt CHỐT đây sẽ tốt hơn. Giá rất linh động miễn sao vào việc trôi được xe.,2020,695.0,23000.0,,,5.0,5.0,1,2,6,11,6,341,4,5,4,44,265
29746,https://bonbanh.com/xe-thaco-ollin-500b-2018-4927670,4927670,Xe Thaco Ollin 500B 2018,"OLIN 500b 2018 máy số zin xe zin, chỉ chở hàng nhẹ không quá 2 tấn",2018,280.0,10000.0,,6.0,2.0,3.0,1,2,8,11,7,341,3,6,1,81,522
29747,https://bonbanh.com/xe-mitsubishi-xpander-1.5at-2019-4927677,4927677,Xe Mitsubishi Xpander 1.5AT 2019,"Xpander 2019 1.5AT một chủ hồ sơ Tp , xe zinn tuyệt đối Xe lên full đồ chơi : cam lùi , cam hành trình Cam kết bằng văn bản : Máy số zinn , Cột kèo keo chỉ nguyên bản Bao check hãng khắp Hà NộiGiá 5xxHỗ trợ 70% bankBác nào thiện chí alo e xem xe ạ",2019,535.0,50000.0,,,5.0,7.0,2,2,6,16,9,341,4,5,4,61,412
29748,https://bonbanh.com/xe-honda-crv-2.4-at-2012-4927678,4927678,Xe Honda CRV 2.4 AT 2012,"Honda CRV 2.4 AT - TẶNG NGAY 100% phí trước bạSản xuất: 2012Odo: 70.000 kmLỢI ÍCH KHI MUA XE TẠI KAYAUTO:- Cam kết xe không cấn đụng – Thủy kích- Nhân viên tư vấn, phục vụ, nhiệt tình chu đáo- Bảo hành khung gầm, động cơ, máy móc 6 tháng- Hỗ trợ thu hồi xe hoặc đổi xe trong vòng 1 năm- Hỗ trợ đăng ký, đăng kiểm- Giao xe tận nhà.Honda CRV là Chiếc SUV mang thiết kế đậm chất thể thao, sắc nét và hiện đại.Xe trang bị những công nghệ hiện đại sử dụng chế độ lái ECON Coatching giúp xe càng thêm tiết kiệm nhiên liệu.Tính năng nổi bật:- Vô lăng xe vẫn là loại 3 chấu bọc da, tích hợp thêm khá nhiều các phím điều chỉnh hệ thống âm thanh giải trí.- Đèn LED chạy ban ngày, lazang hợp kim kích thước 18 inch, gương chiếu hậu chỉnh điện, gập điện và tích hợp đèn báo rẽ- Ghế bọc da chỉnh điện, cửa sổ trời, eco, điều hòa tự động- Màn hình cảm ứng 7 inch",2012,440.0,70000.0,,,5.0,5.0,1,2,6,1,16,341,4,5,4,34,159
29749,https://bonbanh.com/xe-ford-ecosport-titanium-1.5l-at-2016-4927687,4927687,Xe Ford EcoSport Titanium 1.5L AT 2016,"Ford EcoSport Titanium 1.5L AT(BIỂN SG)- Sx: 2016- Odo: 36.000 km- Màu: TRẮNG• FULL LỊCH SỬ HÃNG• Nguyên ZIN từ sơn đến ốc• Đã qua kiểm tra 167 điểm• Xe được trang bị sẵn nhiều Options cần thiết: DVD, phim cách nhiệt, lót sàn, cam hành trình, cam de,…Liên hệ Saigon Automax",2016,398.0,36000.0,,6.0,5.0,5.0,1,2,6,11,16,341,4,4,4,26,125
29750,https://bonbanh.com/xe-hyundai-tucson-2.0d---crdi-2019-4927694,4927694,Xe Hyundai Tucson 2.0D CRDI 2019,"Tucson 2019 bản full dầu cực đẹp mà giá lai cực kỳ hấp dẫn trong thời điểm này ạ.quý khách hàng có thể tham khảo và gọi trực tiếp cho em nhé. Cứ gọi là mua được ạ Xe máy móc keo chỉ zin 100% ạ, đặc biệt hỗ trợ chả góp lên tới 70% giá trị xe luôn quý vị nhé",2019,780.0,3300.0,,,5.0,5.0,1,2,4,11,6,341,4,4,1,37,204
29751,https://bonbanh.com/xe-daewoo-lacetti-ex-1.6-mt-2009-4927697,4927697,Xe Daewoo Lacetti EX 1.6 MT 2009,"Lacetti EX 1.6 MT đời 2009 tên tư nhân một chủ , biển 98Xe đẹp không lỗi , máy gầm đại chấtNội ngoại thất đẹp , lốp còn mớiAlo ngay nàoXem xe TT Khoái Châu - Hưng Yên",2009,125.0,150000.0,,7.0,4.0,5.0,1,2,7,16,15,673,3,4,4,19,93
29752,https://bonbanh.com/xe-peugeot-5008-allure-1.6at-2021-4927705,4927705,Xe Peugeot 5008 Allure 1.6AT 2021,"Peugeot 5008 AL 1.6AT sx 2021 màu đỏ, odo siêu lướt 1,6 vạn km, ko 1 lỗi nhỏ. - Xe biển tp khách sang tên ko mất 20 triệu tiền biển. - Toàn bộ lịch sử bảo dưỡng trong hãng ko hụt 1 km nào, cực đẹp cả nội và ngoại thất vì chủ đi cực kỳ giữ gìn. - Xe cam kết không đụng ngập nước, bao kiểm tra check hãng toàn Việt Nam! Xe đầy đủ 2 chìa khóa thông minh.Liên hệ zalo e tư vấn nhé!",2021,930.0,16000.0,,,5.0,7.0,1,2,6,17,16,341,4,5,4,63,446
29753,https://bonbanh.com/xe-honda-city--2016-4927710,4927710,Xe Honda City 2016,Honda City 2016 số tự động chính chủĐề nổ màn hình cam lùi Xe máy móc nguyên bản.Đảm bảo không đâm đụng ngập nước.Liên hệ Salon Bon Auto. 77 Vũ Đức Thận - Phường Việt Hưng - Quận Long BiênSau Big C Long BiênĐể thương lượng về giá và biết thêm thông tin chi tiết.,2016,395.0,75000.0,,,4.0,5.0,1,2,7,15,16,341,4,4,4,34,160
29754,https://bonbanh.com/xe-hyundai-tucson-tieu-chuan-2021-4927717,4927717,Xe Hyundai Tucson Tiêu chuẩn 2021,"Auto 269 Đ/c: 269 Phạm Văn Đồng, Bắc Từ Liêm, Hà Nội Check test kiểm tra xe toàn quốc theo yêu cầu Khách hàng Cam kết không đâm va, không ngập nước,không bổ máy Pháp lý rõ ràng, sang tên nhanh gọn Hỗ trợ giao xe toàn quốc Hỗ trợ trả góp 70% giá trị xe",2021,759.0,29000.0,,,,,1,2,6,17,10,341,4,4,4,37,204
29755,https://bonbanh.com/xe-mazda-3-suc-2014-4927727,4927727,Xe Mazda 3 Suc 2014,Mazda 3 sản xuất 2014 1.6 xe đẹp xuất sắc không một lỗi nhỏ,2014,375.0,7003.0,,7.0,4.0,5.0,1,2,7,11,7,673,4,4,4,55,323
29756,https://bonbanh.com/xe-hyundai-accent-1.4-2022-4927741,4927741,Xe Hyundai Accent 1.4 2022,bán xe huynhdai Accent bản full đồ 1.4 AT. sản xuất 2022 siêu mới tên cá nhân mua từ mới bảo dưỡng định kỳ trong hãng anh em có nhu cầu mua sử dụng xin liên hệ ngay để có giá tốt,2022,545.0,7000.0,,,5.0,5.0,1,2,7,11,6,341,4,4,4,37,170
29757,https://bonbanh.com/xe-mazda-6-2.0-l-premium-2017-4927748,4927748,Xe Mazda 6 2.0 L Premium 2017,"Em lại về thêm em hàng quá và vô cùng hay cũng như hợp lý trong tầm giáTiền có loanh quanh 6 đồng tội gì phải đi phân khúc C chơi em này dk hẳn hạng D luôn các cụ nhớ#Mazda_6 2.0 Premium sản xuất 2017 đẹp xuất sắcSản xuất/ Đăng ký: 2017, 1 chủ từ mới, tên cá nhânODO: zin đét 5v7 km chuẩnSơ cua chưa hạMọi thứ theo xe còn rất mớiBao check hãng toàn quốcHỗ trợ Bank 70%Đ/C: 77 Mai Phúc, Phúc Đồng, Long Biên, HNUsed Car Việt Nam - Đỉnh Cao Xe Lướt",2017,588.0,0.0,,7.0,4.0,5.0,1,2,7,11,16,341,4,5,4,55,326
29758,https://bonbanh.com/xe-hyundai-sonata-y20-2.0-at-2010-4927753,4927753,Xe Hyundai Sonata Y20 2.0 AT 2010,"Thông tin: xe HUYNDAI SONATA bản 2010,nhập khẩu Hàn,bản màu đen. Xe còn đẹp, đầy đủ option.Xe gia đình máy vẫn rất tốt, giờ gđ k sử dụng nữa nên muốn bán.Anh chị em nào quan tâm thì liên hệ qua thông tin ! (giá có thể thương lượng thêm).",2010,360.0,100000.0,2.0,8.0,4.0,5.0,2,2,7,16,16,341,4,4,4,37,199
29759,https://bonbanh.com/xe-ford-ecosport-titanium-1.5l-at-2020-4927754,4927754,Xe Ford EcoSport Titanium 1.5L AT 2020,"FORD ECOSPORT TITANIUM 1.5L AT- Sản xuất: 2020- Màu: Trắng- ODO: 20.000 km (chuẩn bao test)• THÔNG TIN TỔNG QUAN:- Xe 1 chủ, full bảo dưỡng hãng- Xe như mới- Xe đã được trang bị thêm nhiều options cần thiết: cam de, cam hành trình, phim cách nhiệt, lót sàn,...✓ Xin quý khách vui lòng liên hệ xem xe và thương lượng trực tiếp để mua được chiếc xe chất lượng và giá tốt!!!",2020,525.0,20000.0,1.5,6.0,5.0,5.0,1,2,6,11,16,341,4,4,4,26,125
29760,https://bonbanh.com/xe-toyota-highlander-se-2010-4927755,4927755,Xe Toyota Highlander SE 2010,"Toyota Highlander SE sx 2010, nhập Mỹ, 1 chủ từ mới, siêu chất Xe bán ra cam kết nguyên bản LH : Mr Hùng",2010,650.0,12000.0,,9.0,5.0,7.0,2,2,6,16,6,341,4,1,4,83,541
29761,https://bonbanh.com/xe-mitsubishi-xpander---at-2020-4927761,4927761,Xe Mitsubishi Xpander AT 2020,"Cần bán xpander 2020 AT phom 2021 nhập khẩu xe đẹp xuất sắc ko lỗi nhỏ,cam kết ko dịch vụ ko đâm va ko gập nước,xe cực ngon ai mua đc về sẵn đi xin lh với tôi.",2020,565.0,50000.0,,6.0,5.0,7.0,2,2,6,11,16,724,4,6,4,61,412
29762,https://bonbanh.com/xe-hyundai-i10-sedan-2019-4927764,4927764,Xe Hyundai i10 sedan 2019,Gia đình cần bán i10 đẹp xuất sắc cam kết không lỗi không tải nạn không ngập nước,2019,315.0,70000.0,,5.0,5.0,,1,2,7,17,7,673,3,4,4,37,213
29763,https://bonbanh.com/xe-vinfast-vf-e34-e34-2023-4927773,4927773,Xe VinFast VF e34 E34 2023,"MY CAR: Chuyên mua bán trao đổi xe oto đã qua sử dụng có bảo hành, bên em , mua nhanh, bán nhanh, giá tốt nhất thị trường !- Hỗ trợ bank cam kết lãi suất 8,5% trên năm.- CHÀO BÁN: Vinfast VFE34, SX 2023 mẫu xe điện cực HOT ! ===> Các tính năng nổi trội của VFE34- Quãng đường đi được 285km, sạc nhanh tại trạm chỉ 15p đi được 180km- Tính năng thông minh điều khiển bằng giọng nói: điều khiển hệ thống điều hoà, giải trí, cốp điện- Đèn pha, đèn hậu LED, gương chiếu hậu gập điện, gạt mưa tự động, 6 túi khí- Cảnh báo điểm mù, cam 360, cảnh báo lệch làn,…- Khả năng tăng tốc cực nhanh với công suất tối đa 110KW và mô men xoắn cực đại 24vv",2023,455.0,0.0,,,5.0,5.0,1,1,4,11,6,785,4,4,5,85,569
29764,https://bonbanh.com/xe-chevrolet-spark-lite-0.8-mt-2012-4927778,4927778,Xe Chevrolet Spark Lite 0.8 MT 2012,"Cần bán xe spark gia đinh, năm sản xuất 2012, đã đi hơn 7vạn, xe nguyên bản, đồng sơn zin, máy móc hoạt động tốt, tiết kiệm xăng, full lịch sử bảo dưỡng.Tiếp người thiện chí, ưu tiên người dùng.",2012,120.0,77252.0,0.8,5.0,5.0,5.0,1,2,5,4,16,341,3,4,4,16,82
29765,https://bonbanh.com/xe-ford-ecosport-titanium-1.5l-at-2019-4927779,4927779,Xe Ford EcoSport Titanium 1.5L AT 2019,"FORD ECOSPORT TITANIUM 1.5L AT- Sản xuất: 2019- Màu: NÂU HỔ PHÁCH- ODO: 20.000 km (chuẩn bao test)• THÔNG TIN TỔNG QUAN:- Xe biển SG 1 chủ full bảo dưỡng hãng- Xe như mới- Xe đã được trang bị thêm nhiều options cần thiết: DVD, ốp cản trước, ốp cản sau, cam de, cam hành trình, phim cách nhiệt, lót sàn,...✓ Xin quý khách vui lòng liên hệ xem xe và thương lượng trực tiếp để mua được chiếc xe chất lượng và giá tốt!!!",2019,510.0,20000.0,1.5,6.0,5.0,5.0,1,2,6,10,16,341,4,4,4,26,125
29766,https://bonbanh.com/xe-mazda-cx5-2.5-2017-4927782,4927782,Xe Mazda CX5 2.5 2017,Phúc Lâm autoChào bánCx5 2.5 sx 2017 model 18Odo 5v kmBiển thành phốCam kết ko đâm đụngKo ngập nướcGiá còn thương lượng,2017,666.0,52000.0,,,4.0,5.0,1,2,6,14,16,341,4,4,4,55,330
29767,https://bonbanh.com/xe-toyota-fortuner-2.5g-2016-4927789,4927789,Xe Toyota Fortuner 2.5G 2016,Gia đình cần bán con xe tâm huyết để mua đấtAe mua về chỉ việc chạy và lượm lúa,2016,605.0,170000.0,2.5,7.0,5.0,8.0,1,2,6,1,17,341,3,6,1,83,539
29768,https://bonbanh.com/xe-toyota-avanza-1.3e-2018-4927790,4927790,Xe Toyota Avanza 1.3E 2018,"Bán Toyota avanza 1.3 E số tay sản xuất 2018 màu Bạc. Xe tên tư nhân chính chủ 1 chủ từ đầu đăng ký 2019, Đi rất ít mới đi đúng 28.000 km, Sơn Zin 100%, nội thất còn thơm mùi xe mới, Xe thay dầu bảo dưỡng đúng định kỳ và có đầy đủ lịch sử hãng . Xe 7 chỗ ngồi , máy móc khung gầm vỏ còn nguyên zin 100% là chiếc xe đa dụng và mức đầu tư ít lại mang thương hiệu lớn , ae mua về sử dụng gia đình hoặc kết hợp chạy dịch vụ thì càng ok .",2018,399.0,28000.0,,,5.0,7.0,2,2,6,1,15,341,3,4,4,83,529
29769,https://bonbanh.com/xe-toyota-yaris-1.3e-2016-4927793,4927793,Xe Toyota Yaris 1.3E 2016,"Xe chính chủ, ít đi. Nâng đời bán (chỉ tiếp khách có nhu cầu mua thực sự, ko tiếp các bạn mua giới xin thông cảm)",2016,435.0,37000.0,1.3,5.0,5.0,5.0,2,2,5,17,16,789,4,4,4,83,561
29770,https://bonbanh.com/xe-ford-ecosport-titanium-1.5l-at-2020-4927798,4927798,Xe Ford EcoSport Titanium 1.5L AT 2020,"FORD ECOSPORT TITANIUM 1.5L AT- Sản xuất: 2020- Màu: ĐEN- ODO: 22.222 km (chuẩn bao test)• THÔNG TIN TỔNG QUAN:- Xe 1 chủ full bảo dưỡng hãng- Xe như mới- Xe đã được trang bị thêm nhiều options cần thiết: New Sync, cam de, cam hành trình, phim cách nhiệt, lót sàn,...✓ Xin quý khách vui lòng liên hệ xem xe và thương lượng trực tiếp để mua được chiếc xe chất lượng và giá tốt!!!",2020,525.0,22000.0,1.5,6.0,5.0,5.0,1,2,6,16,16,341,4,4,4,26,125
29771,https://bonbanh.com/xe-mercedes_benz-s_class-450l-2020-4927803,4927803,Xe Mercedes Benz S class 450L 2020,"Mới quá ko thể bỏ qua S450L model 2021 Đen nt Kem✓ Một chủ từ mới chạy có 1.7v km full ls bảo dưỡng hãng✓ Check hãng cẩn thận trước khi tới tay khách hàng Giá mới siêu tốt ạ Xe có sẵn giao ngay tại :-HC_Car : số 8 Trần Đăng Ninh, Cầu Giấy, HN -- Cam kết bằng văn bản : Chất lượng xe ( ko tai nạn, ko ngập nước, máy số, khung gầm nguyên bản ) Bảo hành 6 tháng hoặc 5000km Nhập lại xe với giá tốt nhất 24/7 Hỗ trợ trả góp 70% giá trị xe -",2020,3300.0,17000.0,,10.0,5.0,5.0,1,2,7,16,6,673,4,6,4,58,377
29772,https://bonbanh.com/xe-hyundai-avante-at-1.6-2012-4927821,4927821,Xe Hyundai Avante AT 1.6 2012,"Mới về Huyndai Avante 2012 AT 1.6Mời Xem Video xe trên Kênh YouTube Mạnh Tùng Auto https://youtu.be/Cs8WLFJfa4wXe thuộc Phân khúc C được thiết kế chỗ Ngồi rất Rộng rãi. Cảm giác Lái đầm chắc hơn hẳn xe Phân Khúc B là nhóm xe Vios & Accent Quý khách hãy là những người Tiêu dùng thông thái lựa chọn cho mình chiếc xe tầm tiền phù hợp và Phân khúc xe Tốt để Hưởng thụ Trải nghiệm và sử dụng An toàn Hiệu quả Xe được Thiết kế và Trang bị thêm : - Màn hình Android kết nối thông minh - Camera Hành trình. Cam lùi Cảm biến lùi- Hộp số tự động, chuyển số êm ái- Cửa sổ trời. Điều hoà Auto",2012,300.0,100000.0,,6.0,4.0,5.0,1,2,7,16,15,216,4,4,4,37,171
29773,https://bonbanh.com/xe-mercedes_benz-e_class-e-250-2010-4927824,4927824,Xe Mercedes Benz E class E 250 2010,"Phúc Lâm AuToChào bánMercedes- Benz E250 đời 2010, vừa bảo dưỡng cấp lớn xong odo nhõn 9v zin Cam kết ko đâm đụngKo ngập nướcGiá còn thương lượng",2010,475.0,99000.0,,,4.0,5.0,1,2,7,16,16,341,4,4,4,58,353
29774,https://bonbanh.com/xe-hyundai-sonata-2.0-at-2013-4927836,4927836,Xe Hyundai Sonata 2.0 AT 2013,"Xe một chủ, một lái từ đầu. Chưa tai nạn hay ngập nước. Xem xe và kiểm tra thoải mái!",2013,500.0,0.0,2.0,,4.0,5.0,2,2,7,16,10,341,4,4,4,37,199
29775,https://bonbanh.com/xe-vinfast-vf5-plus-2023-4927841,4927841,Xe VinFast VF5 Plus 2023,"Vinfast VF5 giá tốt nhấtVinfast VF5 (VFe32)Dài x Rộng x Cao(mm) : 3965 x 1720 x 1580Chiều dài cơ sở: 2513mmĐộng cơ 134Hp/135Nm, Dẫn động cầu trướcPin 37Kwh, cho quãng đường di chuyển 300km (WLTP)",2023,428.0,0.0,,,5.0,5.0,1,1,4,2,9,341,4,6,5,85,570
29776,https://bonbanh.com/xe-chevrolet-trailblazer-ltz-2.5l-vgt-4x4-at-2018-4927850,4927850,Xe Chevrolet Trailblazer LTZ 2.5L VGT 4x4 AT 2018,Nâng cấp xe cần bán traiblazer bản LTZ xe đã độ giữ gìn đẹp cần xem liên hệ trực tiếp không qua thợ trung gian,2018,790.0,70000.0,2.5,7.0,5.0,7.0,2,2,6,16,16,341,4,3,1,16,83
29777,https://bonbanh.com/xe-hyundai-tucson-1.6-turbo-2020-4927853,4927853,Xe Hyundai Tucson 1.6 turbo 2020,"Huyndai Tucsson 1.6 turbo là bảo cao nhất của tucsson, option hiện đại, xe cá nhân 1 chủ chạy hơn 3 vạn, bảo dưỡng giữ gìn còn rất mới, mọi thứ zin bản đẹp xuất sắc- cam kết trên văn bản nếu xe có một lỗi nhỏ em xin chịu phạt tuỳ ý- hỗ trợ trả góp 70%, - giá cả linh hoạt, dịch vụ bảo hành và hậu mãi đầy đủ",2020,815.0,34000.0,,7.0,5.0,5.0,1,2,6,11,6,798,4,4,4,37,204
29778,https://bonbanh.com/xe-mitsubishi-grandis-2.4-at-2005-4927856,4927856,Xe Mitsubishi Grandis 2.4 AT 2005,"Cần bán xe Mitsubishi Grandis 2.4AT 2005 bạc ODO 146000 xe chính chủ đi hàng ngày, liên hệ xem xe",2005,225.0,146000.0,2.4,,5.0,7.0,1,2,4,1,1,341,4,4,4,61,397
29779,https://bonbanh.com/xe-ford-ranger-limited-2.0l-4x4-at-2021-4927863,4927863,Xe Ford Ranger Limited 2.0L 4x4 AT 2021,"Xe đang đi không lỗi, không đâm đụng, không ngập nước, bao check hãng",2021,680.0,80000.0,2.0,,4.0,5.0,1,2,1,11,11,341,4,1,1,26,136
